subjects,S,condition,R,rt
8,right,intoxicated,right,0.403800833
8,right,hangover,right,0.367185582
8,right,intoxicated,right,0.416735837
8,left,intoxicated,left,0.368457088
8,right,intoxicated,left,0.382210309
8,left,intoxicated,left,0.559531622
8,right,hangover,right,0.348992426
8,left,intoxicated,left,0.358849895
8,right,intoxicated,right,0.389441275
8,left,intoxicated,right,0.458566078
8,left,hangover,left,0.378337711
8,left,intoxicated,left,0.402173781
8,right,intoxicated,right,0.566124988
8,right,intoxicated,right,0.390931198
8,right,intoxicated,right,0.352462011
8,left,hangover,right,0.411270156
8,left,hangover,left,0.492019923
8,left,intoxicated,left,0.376086753
8,left,hangover,left,0.4504399
8,left,intoxicated,left,0.339090706
8,left,intoxicated,left,0.40565566
8,right,hangover,right,0.731172985
8,right,intoxicated,right,0.922952445
8,right,intoxicated,right,0.488891526
8,left,hangover,right,0.386214349
8,right,intoxicated,left,0.551223375
8,right,hangover,left,0.403698091
8,left,hangover,left,0.478411135
8,right,intoxicated,right,0.387116548
8,right,hangover,right,0.492753393
8,right,intoxicated,right,0.39624413
8,right,intoxicated,right,0.39756656
8,left,hangover,right,0.489638382
8,right,intoxicated,right,0.448647627
8,left,intoxicated,left,0.637367711
8,right,intoxicated,right,0.37156268
8,right,hangover,right,0.59192592
8,right,intoxicated,left,0.548388867
8,left,hangover,right,0.37890983
8,right,intoxicated,left,0.493779327
8,right,intoxicated,left,0.376027111
8,right,intoxicated,right,0.620349764
8,right,hangover,right,0.621925422
8,right,hangover,left,0.690242869
8,left,hangover,left,0.751273204
8,left,intoxicated,left,0.658064675
8,right,intoxicated,left,0.51079031
8,left,intoxicated,right,0.714764054
8,left,hangover,left,0.624020998
8,right,intoxicated,right,0.5436189
8,right,hangover,right,0.411339983
8,left,intoxicated,right,0.564137761
8,right,hangover,left,0.36438529
8,left,intoxicated,left,0.444605467
8,right,hangover,left,0.355249539
8,left,intoxicated,right,0.42892337
8,left,hangover,right,0.59253176
8,left,intoxicated,right,0.425785636
8,right,intoxicated,left,0.815123242
8,left,hangover,left,0.674411525
8,left,intoxicated,left,0.633648721
8,right,intoxicated,left,0.484223698
8,right,hangover,left,0.339198866
8,right,hangover,left,0.785393314
8,right,hangover,right,0.377159257
8,left,intoxicated,left,0.385669376
8,left,intoxicated,right,0.521428441
8,left,hangover,left,0.357728495
8,left,hangover,left,0.516290418
8,left,hangover,left,0.568328115
8,right,hangover,right,0.372213403
8,right,hangover,right,0.608638914
8,left,intoxicated,left,0.526424324
8,right,hangover,right,0.357763345
8,left,intoxicated,left,0.458339653
8,left,intoxicated,right,0.366125071
9,right,hangover,right,0.491150676
9,right,intoxicated,right,0.711777584
9,left,hangover,left,0.355117947
9,left,hangover,right,0.56716709
9,left,hangover,right,0.421771842
9,right,hangover,right,0.328523776
9,left,hangover,left,0.319525895
9,right,intoxicated,right,0.597495183
9,right,intoxicated,right,0.501317082
9,right,hangover,right,0.34588093
9,left,intoxicated,left,0.404391748
9,left,intoxicated,left,0.35852897
9,left,intoxicated,left,1.219240875
9,right,hangover,left,0.65604252
9,left,hangover,left,0.410251837
9,left,intoxicated,left,0.434452952
9,right,hangover,right,0.413384269
9,right,intoxicated,right,0.446978754
9,right,intoxicated,left,0.55634568
9,right,hangover,right,0.474991173
9,left,hangover,right,0.349207739
9,right,intoxicated,left,0.506906803
9,right,intoxicated,right,0.387022873
9,left,intoxicated,right,0.504747502
9,left,hangover,left,0.364081703
9,left,intoxicated,left,0.31401662
9,right,hangover,right,0.492094837
9,left,intoxicated,right,0.317088857
9,left,intoxicated,left,0.312516461
9,left,intoxicated,right,0.333090846
9,right,hangover,left,0.366337305
9,right,intoxicated,right,0.321748796
9,left,intoxicated,left,0.630281437
9,left,hangover,left,1.163072741
9,right,hangover,left,0.504386386
9,right,intoxicated,left,0.65851614
9,left,intoxicated,right,0.769660908
9,left,intoxicated,left,0.886424062
9,right,hangover,left,0.440998834
9,left,hangover,left,0.379800661
9,right,hangover,left,0.522959079
9,left,intoxicated,right,0.369722936
9,right,intoxicated,right,0.34263609
9,left,hangover,left,0.475691105
9,left,intoxicated,left,0.613538153
9,right,hangover,right,0.40290186
9,left,intoxicated,right,0.804545444
9,left,intoxicated,left,0.381079749
9,right,hangover,left,0.399134291
9,right,hangover,right,0.333590562
9,left,hangover,left,0.573575447
9,left,intoxicated,left,0.533274764
9,left,intoxicated,left,0.360533336
9,right,hangover,left,0.366609724
9,left,intoxicated,right,0.473678407
9,left,hangover,left,1.000886304
9,left,hangover,left,0.412203991
9,left,intoxicated,left,0.493125292
9,left,hangover,left,0.34470324
9,left,hangover,left,0.583337427
9,right,intoxicated,right,0.404895309
9,right,hangover,right,0.338460618
9,left,hangover,left,0.837597146
9,left,hangover,left,0.344333212
9,right,intoxicated,left,0.350589304
9,right,intoxicated,right,0.37895318
9,right,hangover,right,0.328891158
9,left,hangover,left,0.37149515
9,left,hangover,left,0.357481762
9,left,hangover,left,0.324010519
9,right,hangover,left,0.379739356
9,right,hangover,right,0.442997608
9,right,intoxicated,left,0.855212057
9,left,intoxicated,left,0.368380592
9,left,intoxicated,right,0.585263019
9,left,hangover,left,0.61107821
9,left,hangover,right,0.492486001
9,right,hangover,left,0.539330876
9,left,intoxicated,left,0.552661327
9,right,intoxicated,right,0.457178409
9,left,hangover,left,0.472615444
9,right,intoxicated,right,0.832388112
9,left,hangover,left,0.34493507
9,right,intoxicated,left,0.49056921
9,right,hangover,right,0.407194249
9,left,intoxicated,left,0.394538834
9,right,hangover,left,0.619760348
9,left,intoxicated,right,0.397106707
9,left,hangover,left,0.381933453
9,right,intoxicated,right,0.340761151
9,right,intoxicated,right,0.400091928
9,right,hangover,right,0.362032297
9,right,hangover,left,0.610788342
9,right,intoxicated,right,0.357822888
9,left,intoxicated,left,0.669263305
9,right,hangover,right,0.3172268
9,right,hangover,left,0.518858972
9,right,intoxicated,right,0.519495256
9,right,hangover,left,0.53020918
9,right,intoxicated,left,0.433213921
9,right,intoxicated,right,0.557724459
9,left,hangover,left,0.566049118
9,left,intoxicated,right,0.426647087
9,left,intoxicated,left,0.364419846
9,left,intoxicated,left,0.346303978
9,right,hangover,right,0.361564763
9,right,hangover,left,0.614353883
9,left,intoxicated,left,0.382287394
9,left,hangover,left,0.396464998
9,right,intoxicated,right,0.317649464
9,right,intoxicated,left,0.321025802
9,left,hangover,right,0.888220286
9,left,hangover,left,0.480424688
9,right,hangover,right,1.243592283
9,right,hangover,right,0.614858667
9,right,intoxicated,left,0.757251824
9,left,intoxicated,left,0.354647047
9,left,hangover,left,0.58017543
9,left,hangover,left,0.673988461
9,left,hangover,left,0.446273246
9,right,hangover,left,0.33942489
9,left,intoxicated,left,0.417310636
9,left,intoxicated,left,0.358286537
9,left,intoxicated,left,0.42798611
9,right,intoxicated,right,0.404031772
9,right,intoxicated,right,0.326708533
9,right,intoxicated,left,0.412433169
9,right,hangover,right,0.464674698
9,left,hangover,left,0.315513127
9,left,hangover,left,0.790154098
9,right,intoxicated,right,0.360441712
9,right,intoxicated,left,0.343141863
9,right,hangover,right,0.724607063
9,right,hangover,right,0.365163403
9,right,intoxicated,right,0.548344861
9,right,hangover,left,0.370813487
9,right,intoxicated,left,0.392703777
9,left,hangover,left,0.370881759
9,right,hangover,left,0.314547736
9,left,hangover,right,0.364724465
9,left,hangover,right,0.540215865
9,left,hangover,right,0.325874853
9,left,intoxicated,left,0.581783089
9,right,hangover,right,0.349028694
9,right,intoxicated,right,0.631152299
9,left,hangover,left,0.381923839
9,right,intoxicated,right,0.342438127
9,right,intoxicated,left,0.42530643
9,left,intoxicated,right,0.636383533
9,right,intoxicated,left,0.494579463
9,left,intoxicated,left,0.358491649
9,right,intoxicated,right,0.407132406
9,left,intoxicated,left,0.50505153
9,right,hangover,left,0.306467974
9,left,hangover,left,0.342903358
9,right,hangover,right,0.744581023
9,left,hangover,left,0.614519963
9,right,intoxicated,right,0.816708553
9,right,intoxicated,left,0.451760719
9,left,hangover,right,0.651531806
9,right,intoxicated,left,0.38994391
9,right,intoxicated,left,0.406021951
9,left,intoxicated,right,0.39213627
9,right,intoxicated,left,0.493461447
9,left,hangover,left,0.490689728
9,right,hangover,right,0.560204433
9,right,intoxicated,left,0.545106798
9,right,intoxicated,right,0.469563256
9,left,hangover,left,0.3521366
9,right,intoxicated,right,0.466162284
9,left,hangover,left,0.335070644
9,left,intoxicated,left,0.462429886
9,right,hangover,right,0.490055164
9,left,intoxicated,left,0.373769053
9,left,intoxicated,left,0.417182519
9,right,hangover,right,0.371296526
9,left,hangover,left,0.44348476
9,right,intoxicated,left,0.368892613
9,right,intoxicated,right,0.32908502
9,left,hangover,left,0.32476201
9,left,intoxicated,right,0.404235382
9,right,hangover,right,0.308513569
9,right,hangover,right,0.408500406
9,right,intoxicated,right,0.473865536
9,left,hangover,left,0.432414766
9,left,hangover,right,0.445796464
9,left,hangover,right,0.377846945
9,left,intoxicated,left,0.522618744
9,right,hangover,left,0.515260669
9,left,intoxicated,left,0.533464346
9,left,hangover,left,0.644544072
9,left,hangover,left,0.392189243
9,left,intoxicated,left,0.411404147
9,right,intoxicated,left,0.564457185
9,left,intoxicated,left,0.570349652
9,left,hangover,right,0.473343536
9,left,intoxicated,left,0.363602372
9,left,hangover,left,0.346024543
9,right,intoxicated,right,0.470046176
9,left,hangover,left,0.349462158
9,right,intoxicated,right,0.332750558
9,right,intoxicated,right,0.615471576
9,right,intoxicated,right,0.503205774
9,right,intoxicated,right,0.420616801
9,left,hangover,left,0.315258275
9,right,intoxicated,left,0.607037172
9,left,hangover,left,0.389602929
9,left,intoxicated,left,0.60307271
9,left,intoxicated,left,0.452340981
9,left,intoxicated,left,0.351308833
9,right,intoxicated,right,0.464350953
9,left,hangover,left,0.525456126
9,right,hangover,left,0.352452117
9,left,intoxicated,left,0.417532736
9,left,intoxicated,left,0.622739475
9,left,intoxicated,right,0.313865104
9,left,intoxicated,left,0.436920241
9,left,hangover,right,0.444494678
9,left,intoxicated,left,1.147542396
9,left,intoxicated,left,0.452153904
9,right,intoxicated,right,0.408635443
9,left,intoxicated,right,0.344869097
9,left,intoxicated,left,0.674962137
9,right,intoxicated,right,0.414007903
9,right,hangover,right,0.394884721
9,right,hangover,right,0.385668706
9,left,intoxicated,left,0.708725942
9,left,intoxicated,left,0.462568168
9,right,intoxicated,right,0.520525022
9,right,intoxicated,right,0.409589068
9,left,intoxicated,right,0.527308056
9,left,intoxicated,left,0.366304816
9,left,hangover,left,0.433152554
9,right,intoxicated,right,0.318338177
9,left,intoxicated,left,0.43537212
9,left,hangover,right,0.452112679
9,left,intoxicated,right,0.469943436
9,left,hangover,left,0.447746151
9,right,hangover,right,0.75769609
9,left,intoxicated,right,0.460522217
9,left,hangover,left,0.39436602
9,left,hangover,left,0.426667573
9,left,hangover,left,0.339474028
9,right,intoxicated,right,0.344311221
9,right,hangover,right,0.35467817
9,left,intoxicated,left,0.395490226
9,right,intoxicated,right,0.404192774
9,left,intoxicated,left,0.357255901
9,right,intoxicated,left,0.385197436
9,left,hangover,left,0.645051845
9,left,intoxicated,right,0.361579962
9,left,hangover,left,0.342821511
9,left,intoxicated,left,0.984629349
9,right,intoxicated,right,0.645715404
9,left,hangover,left,0.356343011
9,right,intoxicated,right,0.448148249
9,right,intoxicated,right,0.376816279
9,left,intoxicated,left,0.358469345
9,right,hangover,right,0.61731994
9,right,intoxicated,left,0.33896933
9,left,intoxicated,right,0.337165037
9,left,hangover,left,0.534624132
9,right,intoxicated,left,0.558122947
9,right,hangover,right,0.423624635
9,left,intoxicated,left,0.485775902
9,right,intoxicated,right,0.385922849
9,right,hangover,left,0.532260562
9,left,hangover,left,0.632128174
9,right,intoxicated,left,0.384670423
9,left,hangover,right,0.336596531
9,right,intoxicated,right,0.391301199
9,right,hangover,right,0.622479661
9,left,intoxicated,left,0.377999928
9,left,intoxicated,right,0.980699184
9,right,intoxicated,right,0.505666442
9,right,hangover,right,0.337903676
9,right,hangover,left,0.524434314
9,right,hangover,left,0.399728226
9,left,intoxicated,right,0.392156839
9,left,hangover,left,0.365444306
9,left,intoxicated,right,0.469166747
9,right,intoxicated,right,0.685438458
9,right,hangover,right,0.364788847
9,right,hangover,right,0.312893351
9,right,hangover,left,0.509736059
9,left,hangover,left,0.321953772
9,right,hangover,left,0.351612276
9,right,intoxicated,left,0.347411112
9,right,intoxicated,left,0.44201009
9,right,intoxicated,right,0.372732383
9,left,hangover,left,0.46122527
9,right,intoxicated,right,0.649848052
9,right,hangover,left,0.558425999
9,left,intoxicated,right,0.36698316
9,right,hangover,left,0.434741487
9,left,intoxicated,left,0.339530971
9,left,intoxicated,left,0.883693017
9,right,hangover,right,0.327995224
9,right,hangover,left,0.511102497
9,right,hangover,right,0.49323867
9,right,intoxicated,right,0.405601759
9,right,intoxicated,right,0.316128701
9,left,intoxicated,left,0.326954799
9,left,hangover,right,0.33100783
9,left,hangover,right,0.437948506
9,right,hangover,right,0.385065119
9,right,hangover,left,0.413840492
9,right,hangover,right,0.597102426
9,right,intoxicated,left,0.695780115
9,left,intoxicated,right,0.480248587
9,right,hangover,right,0.387793794
9,right,hangover,right,0.835877761
9,right,hangover,left,0.392176084
9,left,intoxicated,right,0.374656409
9,left,hangover,left,0.60699369
9,right,hangover,left,0.342763977
9,right,intoxicated,right,0.308807306
9,right,hangover,left,0.912296906
9,left,intoxicated,left,0.370919682
9,left,intoxicated,left,0.399228068
9,right,hangover,left,0.549784209
9,left,intoxicated,right,0.660879473
9,left,intoxicated,right,0.62716999
9,left,hangover,left,0.536883492
9,left,intoxicated,left,0.337423314
9,right,intoxicated,left,0.695958025
9,left,hangover,right,0.626141147
9,right,intoxicated,left,0.934514604
9,left,hangover,left,0.356276992
9,left,hangover,left,0.648768566
9,right,intoxicated,right,0.404438274
9,right,intoxicated,right,0.447364361
9,left,intoxicated,left,0.31932494
9,right,hangover,left,0.403892841
9,left,intoxicated,left,1.041971868
9,left,intoxicated,left,0.976713508
9,left,hangover,left,0.453397743
9,left,hangover,left,0.390426885
9,left,hangover,left,0.477677483
